"wavelength_A","o5","a1","a5","b0","b6","f0","f5","g0","k0","k5","m0","m5"
4348,0.5961,0.4929,0.5762,0.5451,0.5512,0.7194,0.8299,0.8041,0.8723,0.8224,0.6305,0.6423
4349,0.6069,0.508,0.5977,0.562,0.5703,0.7423,0.8299,0.8198,0.8617,0.8163,0.608,0.6292
4350,0.6132,0.518,0.6133,0.5728,0.594,0.745,0.8079,0.8194,0.7958,0.8088,0.5841,0.6102
4351,0.6255,0.5265,0.6209,0.584,0.6,0.7372,0.801,0.8108,0.7872,0.7612,0.5269,0.5749
4352,0.6306,0.5316,0.6333,0.5904,0.6125,0.7398,0.8095,0.8131,0.7819,0.7403,0.5224,0.5412
4353,0.634,0.5618,0.6507,0.5918,0.6259,0.7628,0.8299,0.7973,0.7852,0.7184,0.5434,0.5094
4354,0.6373,0.5988,0.673,0.5943,0.6402,0.7883,0.8529,0.8131,0.8019,0.7184,0.569,0.5094
4355,0.6414,0.6426,0.7003,0.5973,0.645,0.8125,0.8861,0.8114,0.8195,0.7503,0.5862,0.5096
4356,0.6387,0.6649,0.7202,0.5997,0.6503,0.8278,0.9014,0.826,0.8295,0.7598,0.5975,0.5393
4357,0.637,0.643,0.7391,0.6015,0.6659,0.8437,0.9027,0.846,0.8549,0.8039,0.621,0.5549
4358,0.6313,0.6413,0.7392,0.5984,0.6761,0.8367,0.9069,0.8649,0.8457,0.7939,0.6125,0.552
4359,0.6292,0.6485,0.7577,0.5975,0.6852,0.8559,0.9141,0.8806,0.8617,0.7898,0.6185,0.5492
4360,0.6319,0.664,0.7682,0.5992,0.6909,0.8699,0.9171,0.8801,0.8762,0.7857,0.6144,0.5412
4361,0.6279,0.6771,0.7947,0.5967,0.7015,0.8852,0.9284,0.8958,0.8885,0.8143,0.6335,0.5412
4362,0.6272,0.6897,0.7947,0.5994,0.7034,0.9158,0.938,0.9054,0.9049,0.851,0.6403,0.5412
4363,0.6272,0.7027,0.7972,0.6009,0.7019,0.9235,0.9439,0.9178,0.9096,0.8857,0.6478,0.5407
4364,0.628,0.7121,0.8137,0.6021,0.7017,0.9177,0.9411,0.9284,0.917,0.92,0.6463,0.5427
4365,0.6278,0.7317,0.8096,0.6111,0.6981,0.9088,0.9371,0.9381,0.9082,0.9306,0.6313,0.5524
4366,0.6273,0.7385,0.8096,0.6111,0.7,0.9027,0.9252,0.9414,0.9006,0.9143,0.638,0.5609
4367,0.6258,0.7431,0.803,0.6018,0.7,0.8922,0.9167,0.9347,0.884,0.8898,0.6575,0.5796
4368,0.6231,0.7397,0.8079,0.5975,0.7024,0.8884,0.9116,0.9223,0.872,0.8571,0.6635,0.6039
4369,0.6184,0.7456,0.8129,0.5959,0.7067,0.8852,0.9175,0.9088,0.867,0.8163,0.6673,0.6414
4370,0.6089,0.7486,0.822,0.5952,0.7091,0.8862,0.9188,0.9054,0.859,0.7918,0.6654,0.6554
4371,0.6004,0.7486,0.8356,0.5968,0.7057,0.8839,0.9248,0.8993,0.8452,0.8051,0.6529,0.6304
4372,0.5981,0.7704,0.8444,0.5975,0.6976,0.8772,0.9235,0.9122,0.8205,0.7837,0.6504,0.588
4373,0.6062,0.7629,0.8411,0.6014,0.6952,0.8717,0.9252,0.9032,0.8218,0.7714,0.638,0.588
4374,0.6211,0.7317,0.8212,0.6026,0.6981,0.8673,0.9048,0.8694,0.8125,0.7429,0.6185,0.6086
4375,0.6265,0.7284,0.8179,0.6064,0.6962,0.8699,0.9048,0.8581,0.8152,0.6939,0.6185,0.618
4376,0.6265,0.7502,0.8195,0.6055,0.6954,0.8839,0.9065,0.8378,0.8125,0.6939,0.6365,0.6138
4377,0.6194,0.7772,0.82,0.6066,0.6938,0.8916,0.9218,0.8491,0.8032,0.6694,0.6275,0.6091
4378,0.6118,0.7775,0.8337,0.6033,0.6889,0.9019,0.9319,0.8679,0.8227,0.7551,0.6092,0.6131
4379,0.6059,0.7999,0.8286,0.6069,0.6885,0.9005,0.9473,0.9054,0.7979,0.751,0.5765,0.6067
4380,0.603,0.7973,0.8303,0.6043,0.689,0.898,0.932,0.9009,0.7686,0.7347,0.554,0.5964
4381,0.6057,0.7805,0.8228,0.5992,0.6909,0.8827,0.9048,0.8694,0.6888,0.6776,0.5224,0.5665
4382,0.6057,0.7536,0.803,0.5891,0.6909,0.8648,0.8844,0.8378,0.6356,0.6082,0.5014,0.544
4383,0.6022,0.7401,0.7748,0.5908,0.6852,0.8367,0.8707,0.8029,0.6277,0.4939,0.5044,0.5028
4384,0.6001,0.7334,0.7649,0.5844,0.6775,0.8061,0.8741,0.7753,0.6423,0.449,0.5044,0.4869
4385,0.6008,0.7562,0.7713,0.5744,0.6774,0.8118,0.8707,0.7173,0.6887,0.5009,0.5711,0.5452
4386,0.6032,0.7599,0.7901,0.5654,0.6883,0.8304,0.8903,0.7523,0.7424,0.548,0.5915,0.573
4387,0.6056,0.7692,0.7947,0.5586,0.6899,0.8436,0.895,0.7568,0.7713,0.5709,0.6185,0.5824
4388,0.6049,0.7726,0.8079,0.5527,0.6964,0.8634,0.915,0.8018,0.7713,0.6036,0.626,0.5955
4389,0.6035,0.7708,0.8146,0.551,0.7024,0.8811,0.9167,0.8288,0.7766,0.6168,0.6455,0.6021
4390,0.6049,0.7694,0.8262,0.5518,0.7072,0.9107,0.9243,0.8446,0.7965,0.6531,0.6891,0.6199
4391,0.6032,0.7738,0.8274,0.5614,0.7043,0.9133,0.9269,0.8457,0.8158,0.6724,0.6966,0.6358
4392,0.6089,0.7879,0.8193,0.5749,0.7017,0.8922,0.942,0.8495,0.8339,0.6876,0.6889,0.6739
4393,0.6001,0.7906,0.8063,0.576,0.6909,0.8673,0.9405,0.8494,0.8338,0.698,0.6545,0.6742
4394,0.6049,0.7889,0.8212,0.5807,0.6986,0.8724,0.9447,0.8592,0.8424,0.7143,0.6876,0.6891
4395,0.6055,0.7839,0.8311,0.5817,0.6967,0.898,0.9456,0.8671,0.865,0.7429,0.6936,0.6685
4396,0.6072,0.7805,0.8477,0.5822,0.712,0.9133,0.9592,0.8716,0.87,0.7918,0.7206,0.6826
4397,0.6057,0.7872,0.851,0.5861,0.7139,0.9158,0.9626,0.8964,0.875,0.8327,0.7236,0.6742
4398,0.6052,0.7957,0.8526,0.584,0.7139,0.9031,0.956,0.9189,0.8617,0.8204,0.7266,0.6779
4399,0.6051,0.794,0.8374,0.5859,0.7084,0.8857,0.9252,0.9148,0.8384,0.7775,0.7293,0.6819
4400,0.6028,0.7671,0.8228,0.5781,0.7034,0.8744,0.9018,0.902,0.8182,0.749,0.6966,0.6835
4401,0.6015,0.757,0.8204,0.5785,0.6967,0.8776,0.9065,0.893,0.7982,0.7194,0.6846,0.6725
4402,0.6008,0.7603,0.8212,0.5777,0.6871,0.8788,0.9054,0.8829,0.7736,0.6837,0.6185,0.6433
4403,0.5995,0.7658,0.8245,0.5765,0.6852,0.889,0.9114,0.875,0.7443,0.6633,0.5885,0.6236
4404,0.5954,0.7692,0.8411,0.574,0.6812,0.8967,0.9162,0.8468,0.7181,0.6122,0.5585,0.6058
4405,0.5913,0.7704,0.851,0.5739,0.6853,0.9015,0.9252,0.8468,0.7261,0.6122,0.5645,0.6105
4406,0.5985,0.7595,0.8509,0.5749,0.6889,0.8915,0.9373,0.8124,0.7621,0.5831,0.5828,0.5933
4407,0.5913,0.7536,0.8543,0.576,0.6989,0.8882,0.943,0.8423,0.7999,0.6265,0.6178,0.6313
4408,0.5954,0.7603,0.8411,0.573,0.6967,0.8862,0.949,0.8446,0.8251,0.6327,0.638,0.6456
4409,0.6022,0.794,0.8377,0.5655,0.6833,0.8827,0.9528,0.8705,0.8511,0.6735,0.6635,0.6667
4410,0.6069,0.7973,0.8427,0.5614,0.6833,0.8878,0.9596,0.8964,0.8777,0.7245,0.6786,0.6966
4411,0.6001,0.805,0.8411,0.5577,0.6828,0.8878,0.9724,0.9291,0.8883,0.7714,0.6786,0.7191
4412,0.5927,0.7929,0.832,0.5546,0.6799,0.8852,0.9634,0.9369,0.883,0.8,0.6966,0.7191
4413,0.5809,0.8049,0.8244,0.5489,0.6862,0.876,0.9474,0.9411,0.8542,0.7947,0.6577,0.6941
4414,0.5765,0.7603,0.8096,0.5485,0.673,0.8641,0.9269,0.9054,0.8032,0.7796,0.6786,0.6891
4415,0.5696,0.7536,0.8104,0.5478,0.675,0.854,0.915,0.9099,0.8085,0.7551,0.6816,0.6985
4416,0.5679,0.7536,0.8088,0.5507,0.6641,0.8508,0.915,0.8829,0.8617,0.7143,0.7356,0.7266
4417,0.5647,0.7637,0.8204,0.5533,0.6641,0.8673,0.9252,0.8739,0.9016,0.7265,0.7596,0.7397
4418,0.5572,0.7704,0.8195,0.5557,0.667,0.8852,0.9286,0.8941,0.9441,0.7714,0.7746,0.7528
4419,0.5572,0.7755,0.8311,0.5565,0.667,0.8954,0.9354,0.9212,0.9468,0.7755,0.7626,0.7491
4420,0.5632,0.8168,0.8356,0.5586,0.6761,0.9062,0.9411,0.9474,0.9365,0.8235,0.7697,0.7388
4421,0.5702,0.7923,0.8295,0.5595,0.6546,0.8852,0.9396,0.9459,0.8989,0.7694,0.7116,0.723
4422,0.5683,0.8058,0.8179,0.555,0.6526,0.8905,0.9413,0.9479,0.8883,0.7653,0.6996,0.7081
4423,0.5609,0.8074,0.8076,0.5427,0.655,0.8944,0.9439,0.9389,0.8903,0.7551,0.6906,0.6943
4424,0.5562,0.8108,0.8062,0.5336,0.6593,0.8945,0.9388,0.9279,0.893,0.7694,0.6695,0.6812
4425,0.5494,0.8007,0.7998,0.5315,0.6644,0.8964,0.9473,0.9234,0.893,0.8,0.6485,0.6648
4426,0.548,0.8007,0.8046,0.5298,0.6689,0.8996,0.9422,0.9234,0.8956,0.8089,0.6335,0.6592
4427,0.5599,0.8011,0.8016,0.5343,0.6741,0.9026,0.9467,0.9433,0.9021,0.7927,0.6976,0.676
4428,0.5562,0.8116,0.8195,0.529,0.6756,0.9145,0.9413,0.9505,0.9089,0.7952,0.7266,0.7004
4429,0.5548,0.7999,0.8162,0.5315,0.6756,0.9107,0.9388,0.9459,0.9029,0.7913,0.7506,0.7266
4430,0.5447,0.7721,0.8046,0.5239,0.6718,0.9098,0.9318,0.9302,0.8856,0.7875,0.7416,0.764
4431,0.5345,0.7536,0.8046,0.5231,0.6651,0.8973,0.9235,0.9167,0.8697,0.7786,0.7116,0.794
4432,0.525,0.7301,0.8049,0.5193,0.6672,0.8913,0.9118,0.9138,0.8378,0.7742,0.6605,0.794
4433,0.5287,0.7401,0.8138,0.521,0.6692,0.8865,0.915,0.9103,0.8457,0.7663,0.6695,0.7715
4434,0.537,0.7647,0.8137,0.5204,0.6726,0.8796,0.9066,0.9043,0.8235,0.7471,0.6068,0.6713
4435,0.5412,0.794,0.8212,0.5226,0.6704,0.8827,0.9133,0.8941,0.8644,0.7296,0.6786,0.6517
4436,0.5447,0.8041,0.8228,0.5223,0.6689,0.8941,0.9218,0.9099,0.8617,0.7592,0.6816,0.6592
4437,0.5473,0.794,0.8411,0.5212,0.668,0.9056,0.949,0.9279,0.883,0.7735,0.7476,0.6891
4438,0.5474,0.7906,0.8411,0.5207,0.668,0.9082,0.9762,0.955,0.9043,0.8163,0.7926,0.7378
4439,0.5489,0.7822,0.8427,0.5188,0.6794,0.9184,1,0.9685,0.9009,0.8714,0.8107,0.7865
4440,0.5497,0.7772,0.8237,0.5256,0.6857,0.9031,0.9864,0.964,0.9122,0.8755,0.8047,0.7996
4441,0.5537,0.7789,0.7992,0.5351,0.6706,0.8721,0.9445,0.9525,0.8684,0.8157,0.7902,0.8016
4442,0.5555,0.7706,0.7624,0.5485,0.6672,0.8335,0.9286,0.9167,0.8816,0.7735,0.7926,0.8052
4443,0.5595,0.7786,0.7562,0.5552,0.6617,0.8265,0.9209,0.9032,0.8828,0.7673,0.7964,0.8052
4444,0.5677,0.7704,0.7914,0.5514,0.6546,0.8616,0.9354,0.9009,0.8939,0.8204,0.8174,0.7959
4445,0.5727,0.7805,0.8042,0.5502,0.6498,0.8776,0.9447,0.9122,0.9049,0.8571,0.8242,0.7959
4446,0.5765,0.7755,0.8113,0.5468,0.6498,0.9082,0.9422,0.9482,0.9176,0.9082,0.8137,0.8315
4447,0.5798,0.7856,0.8195,0.5434,0.6526,0.9031,0.9405,0.9561,0.9202,0.9122,0.8047,0.8624
4448,0.5875,0.7666,0.8071,0.5511,0.6516,0.8961,0.9425,0.9687,0.9193,0.9096,0.803,0.8564
4449,0.5886,0.7864,0.8102,0.5499,0.6531,0.8941,0.9473,0.9696,0.9122,0.8898,0.7926,0.8661
4450,0.5869,0.7772,0.804,0.5521,0.6546,0.889,0.9413,0.9685,0.8989,0.8796,0.7506,0.8427
4451,0.5846,0.7738,0.8063,0.5527,0.6622,0.8929,0.9388,0.955,0.881,0.8816,0.7086,0.8539
4452,0.5853,0.7671,0.798,0.5527,0.6617,0.8878,0.9218,0.9437,0.8477,0.8735,0.6365,0.794
4453,0.588,0.757,0.7973,0.5552,0.667,0.8871,0.9158,0.9324,0.7945,0.8571,0.5885,0.7341
4454,0.5886,0.7452,0.793,0.5569,0.6708,0.8827,0.9014,0.9043,0.7713,0.8204,0.5735,0.6442
4455,0.5932,0.7666,0.7894,0.5532,0.6615,0.8527,0.8948,0.872,0.7741,0.7844,0.6037,0.6401
4456,0.5859,0.7654,0.786,0.5529,0.6699,0.852,0.8899,0.8378,0.7713,0.7571,0.6245,0.6742
4457,0.5846,0.7805,0.7844,0.5531,0.6651,0.8444,0.8818,0.8243,0.7806,0.7459,0.6395,0.7116
4458,0.5756,0.7603,0.7831,0.5557,0.6646,0.852,0.881,0.8356,0.7926,0.7362,0.6485,0.7715
4459,0.5704,0.7637,0.7864,0.5563,0.6627,0.8648,0.8827,0.8446,0.7952,0.7217,0.6725,0.8052
4460,0.5616,0.7536,0.7798,0.5578,0.6584,0.8731,0.8952,0.8547,0.7912,0.6959,0.6906,0.7865
4461,0.5595,0.7587,0.7802,0.5531,0.6555,0.8718,0.9022,0.8637,0.8012,0.6939,0.7086,0.7809
4462,0.568,0.7566,0.7941,0.5449,0.6588,0.8724,0.9152,0.878,0.8377,0.7109,0.7895,0.8016
4463,0.5754,0.7704,0.8026,0.5434,0.6641,0.8705,0.9201,0.9009,0.8577,0.7469,0.8167,0.8221
4464,0.5768,0.762,0.803,0.5351,0.6641,0.8661,0.9254,0.9077,0.859,0.7653,0.8457,0.8296
4465,0.5781,0.7452,0.7908,0.5332,0.6627,0.8546,0.9206,0.9032,0.879,0.8102,0.8446,0.8268
4466,0.5732,0.7351,0.7825,0.5214,0.6603,0.8495,0.9192,0.9077,0.8843,0.8327,0.8514,0.8277
4467,0.5735,0.7305,0.7642,0.5121,0.6565,0.8189,0.9158,0.9081,0.8883,0.8531,0.8553,0.8399
4468,0.5687,0.7254,0.7568,0.4968,0.6522,0.824,0.9226,0.906,0.8856,0.8531,0.8827,0.8502
4469,0.5647,0.7188,0.7834,0.4861,0.6563,0.8534,0.9139,0.9031,0.9028,0.8421,0.8968,0.8645
4470,0.5568,0.7292,0.7965,0.4774,0.6562,0.8705,0.9286,0.902,0.9129,0.8265,0.9248,0.8652
4471,0.5555,0.7435,0.8013,0.4774,0.6581,0.882,0.9388,0.9116,0.9289,0.8316,0.9157,0.867
4472,0.5521,0.757,0.8046,0.4918,0.6565,0.8852,0.9558,0.9319,0.9455,0.8551,0.9248,0.8914
4473,0.5575,0.757,0.7947,0.4994,0.6526,0.8916,0.9626,0.9493,0.9588,0.8653,0.9067,0.8914
4474,0.5551,0.7553,0.8038,0.5146,0.6568,0.9082,0.9639,0.9662,0.9707,0.8857,0.9278,0.912
4475,0.5572,0.7547,0.8063,0.5205,0.6552,0.9018,0.9543,0.9673,0.9641,0.9143,0.9578,0.9176
4476,0.5699,0.7552,0.8132,0.5325,0.6643,0.9126,0.9467,0.9687,0.9889,0.9573,0.9538,0.9307
4477,0.5629,0.7541,0.8079,0.5383,0.6507,0.898,0.9394,0.973,0.9734,0.9633,0.9353,0.9064
4478,0.5643,0.7486,0.8013,0.5365,0.6488,0.8846,0.9252,0.9617,0.9707,0.9551,0.9353,0.9139
4479,0.5598,0.7368,0.7699,0.5328,0.6431,0.8469,0.9022,0.9392,0.9282,0.9306,0.9097,0.9363
4480,0.5571,0.7149,0.7334,0.5311,0.6297,0.8233,0.8852,0.9099,0.9176,0.8735,0.9308,0.9326
4481,0.5532,0.7065,0.755,0.5265,0.6201,0.8214,0.8673,0.8919,0.9149,0.849,0.9428,0.9213
4482,0.5511,0.7116,0.7715,0.5273,0.6254,0.8367,0.8827,0.8919,0.9282,0.8653,0.9488,0.9139
4483,0.549,0.7448,0.7806,0.5279,0.6321,0.8667,0.8994,0.891,0.9635,0.9142,0.9403,0.907
4484,0.548,0.778,0.7786,0.5328,0.641,0.8903,0.9209,0.955,1,0.9755,0.9338,0.9157
4485,0.5487,0.7738,0.7885,0.5368,0.6497,0.9056,0.9252,0.9595,1,0.9878,0.9285,0.9185
4486,0.5629,0.7536,0.7885,0.5436,0.6574,0.8941,0.9188,0.9505,0.9734,0.9796,0.9022,0.9326
4487,0.5653,0.7301,0.7984,0.5493,0.6488,0.8827,0.9167,0.9505,0.9362,0.9714,0.8872,0.9345
4488,0.5683,0.7494,0.7914,0.5535,0.6507,0.8559,0.9103,0.9448,0.9255,0.9633,0.8887,0.9139
4489,0.5562,0.7477,0.7856,0.5552,0.6488,0.8469,0.915,0.9369,0.9176,0.9265,0.8887,0.9026
4490,0.5532,0.7519,0.7852,0.5549,0.6471,0.8599,0.9183,0.9135,0.9305,0.9191,0.9342,0.9307
4491,0.5562,0.7521,0.7798,0.5552,0.6354,0.8635,0.9456,0.9155,0.9362,0.901,0.9127,0.9419
4492,0.5595,0.7546,0.7881,0.5518,0.6378,0.8776,0.9524,0.9133,0.9388,0.8898,0.9187,0.9438
4493,0.5582,0.758,0.8046,0.5451,0.6503,0.8903,0.9413,0.9172,0.9362,0.8939,0.9127,0.9288
4494,0.5602,0.76,0.8079,0.5451,0.655,0.8929,0.9337,0.9133,0.9335,0.8776,0.9067,0.9307
4495,0.5636,0.7696,0.798,0.5426,0.6565,0.8957,0.9252,0.9093,0.9441,0.8735,0.8887,0.9307
4496,0.5629,0.7654,0.8013,0.5414,0.6498,0.8941,0.9235,0.9122,0.9455,0.876,0.9007,0.9432
4497,0.5713,0.7666,0.8067,0.5521,0.6459,0.8904,0.9357,0.9208,0.9717,0.9257,0.9626,0.961
4498,0.5656,0.7401,0.8121,0.5485,0.6392,0.8827,0.9358,0.9437,0.9814,0.9745,0.9758,0.9973
4499,0.5656,0.7469,0.8079,0.5485,0.639,0.8878,0.9418,0.9426,0.992,1,0.9976,1
4500,0.5558,0.7486,0.8146,0.5366,0.639,0.8941,0.9439,0.9459,0.9887,0.9796,1,0.9775
