Origin	MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Simbad	HIP  43465	*inCl	08 51 11.782	+11 45 22.05	 	 	 	-7.69	-5.64	9.88	9.93	 	10.137	10.224	10.228	B8V	 	 	 	67
Simbad	Cl* NGC 2682     CI      21	*inCl	08 51 19.907	+11 47 00.38	128	96	0	-8.2	-7.2	12.59	12.14	 	11.205	11.021	10.99	F1	 	 	 	60
Simbad	Cl* NGC 2682    BBV      19	*inCl	08 51 26.432	+11 43 50.68	75	58	0	-9.1	-6.1	11.42	11.3	 	11.02	11.011	10.993	A4.5:m...	 	 	 	53
Simbad	Cl* NGC 2682    BBV      20	*inCl	08 51 27.010	+11 51 52.57	57	46	0	-7.8	-6.7	10.94	10.8	 	10.747	10.733	10.702	A2V	 	 	 	50
Simbad	Cl* NGC 2682     CI      20	*inCl	08 51 20.124	+11 46 41.74	16	15	0	-8.2	-3.6	13.33	12.77	13.6	11.691	11.44	11.388	 	 	 	 	50
Simbad	Cl* NGC 2682     ES    1027	*inCl	08 51 03.514	+11 45 02.73	89	70	0	-8.1	-6.4	11.5	10.9	 	10.719	10.621	10.585	A7.2:m...	 	 	 	44
Simbad	Cl* NGC 2682     CI      18	*inCl	08 51 20.573	+11 46 16.38	15	15	116	-3.5	-6.4	13.45	12.95	13	12.004	11.833	11.791	G:	 	 	 	43
Simbad	Cl* NGC 2682     CI      15	*inCl	08 51 21.23	+11 45 52.7	70	70	0	 	 	12.85	12.27	 	11.135	10.888	10.835	F5	 	 	 	42
Simbad	Cl* NGC 2682    SAB      18	*inCl	08 51 43.890	+11 56 42.47	70	55	0	-7.9	-6.5	11.7	10.5	 	8.618	8.11	8	g8	 	 	 	42
Simbad	Cl* NGC 2682     CI      14	*inCl	08 51 20.331	+11 45 52.47	19	15	89	-11.7	-5.7	13.728	13.154	 	12.061	11.822	11.767	 	 	 	 	40
Simbad	Cl* NGC 2682    BBV       8	*inCl	08 51 18.54	+11 49 21.5	70	70	0	 	 	13.27	12.65	 	11.506	11.229	11.145	F6	 	 	 	37
Simbad	Cl* NGC 2682     CI      23	*inCl	08 51 17.347	+11 47 00.64	21	18	82	-6.8	-5.4	13.65	13.09	 	12.017	11.749	11.723	 	 	 	 	37
Simbad	Cl* NGC 2682     ES    1199	*inCl	08 51 20.550	+11 46 04.87	15	15	87	-6.8	-6.3	13.77	13.19	12.3	12.073	11.811	11.771	 	 	 	 	37
Simbad	Cl* NGC 2682    SAB       5	*inCl	08 51 17.028	+11 50 46.40	113	92	82	-7.6	-5.5	12.28	11.21	 	9.284	8.712	8.606	K0III/IV	 	 	 	36
Simbad	Cl* NGC 2682     CI      19	*inCl	08 51 22.052	+11 46 40.99	15	15	0	-8.7	-6	13.76	13.2	13.3	12.117	11.869	11.782	 	 	 	 	36
Simbad	Cl* NGC 2682     ES    3232	*inCl	08 51 32.585	+11 48 52.12	77	60	0	-11.5	-5	11.46	11.48	 	10.645	10.541	10.526	A4	 	 	 	35
Simbad	Cl* NGC 2682     ES    2022	*inCl	08 51 29.35	+11 45 27.6	70	70	0	 	 	13.86	12.93	13.1	11.287	10.864	10.754	K0IV	 	 	 	32
Simbad	Cl* NGC 2682    FBC    3250	*inCl	08 51 14.344	+11 45 00.39	75	60	0	-9.9	-10.5	11.43	11.25	 	10.081	9.993	9.918	F3	 	 	 	31
Simbad	Cl* NGC 2682     ES    4077	*inCl	08 50 58.16	+11 52 22.4	70	60	90	 	 	13.87	12.89	12.4	11.197	10.707	10.626	K0IV	 	 	 	31
Simbad	Cl* NGC 2682    YBP     681	*inCl	08 51 05.76	+11 43 46.9	70	60	90	 	 	14.75	14.05	14	12.761	12.413	12.345	G4V	 	 	 	31
Simbad	Cl* NGC 2682    MCA     272	*inCl	08 51 15.35	+11 50 14.4	70	70	0	 	 	13.38	12.81	12.7	11.724	11.464	11.424	F8:	 	 	 	30
Simbad	Cl* NGC 2682    MCA     131	*inCl	08 51 20.81	+11 45 02.4	70	70	86	 	 	13.76	13.12	13.6	11.928	11.679	11.603	G:	 	 	 	30
Simbad	Cl* NGC 2682     CI      24	*inCl	08 51 15.446	+11 47 31.46	17	15	90	-8.1	-5.2	13.18	12.68	11.4	11.708	11.475	11.43	F2	 	 	 	29
Simbad	Cl* NGC 2682    DCL      29	*inCl	08 51 48.6399	+11 49 15.500	48.45	36.92	90	-10.3	-7	11.01	10.7	 	10.488	10.427	10.402	A3	 	 	 	28
Simbad	Cl* NGC 2682     ES    1017	*inCl	08 51 08.4	+11 47 13	3000	3000	6	 	 	13.38	12.4	11.9	10.691	10.195	10.112	F0V	 	 	 	27
Simbad	Cl* NGC 2682    YBP    1247	*inCl	08 51 15.05	+11 49 21.1	70	70	93	 	 	14.76	14.14	14.1	13.012	12.692	12.642	G2V	 	 	 	27
Simbad	Cl* NGC 2682    BBV      26	*inCl	08 51 44.01	+11 46 24.5	70	70	0	 	 	13.52	12.77	12	11.438	11.11	11.027	G0	 	 	 	26
Simbad	Cl* NGC 2682     ES    1020	*inCl	08 51 08.64	+11 46 11.8	70	60	90	 	 	13.462	13.424	13.5	12.365	12.079	12.016	F9V	 	 	 	24
Simbad	Cl* NGC 2682    YBP    1075	*inCl	08 51 39.05	+11 47 55.4	70	70	92	 	 	14.39	13.74	14	12.501	12.199	12.146	 	 	 	 	24
Simbad	Cl* NGC 2682     CI      26	*inCl	08 51 25.39	+11 47 34.4	 	 	 	 	 	13.16	12.56	 	 	 	 	F5	 	 	 	23
Simbad	Cl* NGC 2682    YBP     673	*inCl	08 50 53.31	+11 43 38.7	 	 	 	 	 	15.15	14.41	 	 	 	 	G0V	 	 	 	22
Simbad	Cl* NGC 2682     ES    4081	*inCl	08 51 00.18	+11 54 32.1	70	60	90	 	 	13.6	12.79	12.3	11.322	10.921	10.86	G5IV	 	 	 	22
Simbad	Cl* NGC 2682    FBC    3456	*inCl	08 51 20.160	+11 52 48.00	16	16	86	-10	-13.9	14.44	13.86	 	12.772	12.545	12.457	S...	 	 	 	22
Simbad	Cl* NGC 2682    BBV      29	*inCl	08 51 49.144	+11 49 43.57	15	15	91	-7.8	-5.2	13.27	12.68	12.9	11.57	11.308	11.242	 	 	 	 	22
Simbad	Cl* NGC 2682     ES    3027	*inCl	08 51 39.232	+11 50 03.82	15	15	0	-8.3	-5.2	12.84	12.26	 	11.179	10.912	10.841	F8V	 	 	 	22
Simbad	Cl* NGC 2682    BBV      27	*inCl	08 51 44.74	+11 46 46.0	70	70	0	 	 	13.88	12.98	13.3	11.357	10.918	10.822	G0	 	 	 	21
Simbad	Cl* NGC 2682     ES    4068	*inCl	08 50 49.95	+11 49 12.7	70	60	90	 	 	13.82	12.95	12.4	11.372	10.96	10.89	G8V	 	 	 	21
Simbad	Cl* NGC 2682     ES    4076	*inCl	08 50 55.693	+11 52 14.67	18	15	119	-7.9	-4.9	12.64	12.04	11.6	10.852	10.586	10.515	F2	 	 	 	20
Simbad	Cl* NGC 2682    MCA     287	*inCl	08 51 24.10	+11 48 22.1	 	 	 	 	 	13.41	12.83	 	 	 	 	G0:	 	 	 	20
Simbad	Cl* NGC 2682     ES    4005	*inCl	08 51 24.95	+11 49 00.8	70	70	0	 	 	13.87	13.27	 	12.128	11.834	11.782	G0V	 	 	 	20
Simbad	Cl* NGC 2682     CI      42	*inCl	08 51 12.1	+11 46 16	3000	3000	6	 	 	13.84	13.24	 	 	 	 	 	 	 	 	19
Simbad	Cl* NGC 2682    YBP    1716	*inCl	08 51 27.89	+11 55 41.0	70	60	90	 	 	13.96	13.33	12.6	12.168	11.831	11.813	G1IV	 	 	 	19
Simbad	Cl* NGC 2682    MCA     375	*inCl	08 51 31.19	+11 53 18.0	90	80	90	 	 	14.3	13.7	13	12.603	12.327	12.267	S...	 	 	 	19
Simbad	Cl* NGC 2682     CI      29	*inCl	08 51 22.96	+11 49 13.1	70	70	97	 	 	13.77	13.3	12.3	12.365	12.155	12.076	F7V	 	 	 	18
Simbad	Cl* NGC 2682    YBP     911	*inCl	08 51 09.92	+11 46 17.0	 	 	 	 	 	15.25	14.55	 	 	 	 	G2V	 	 	 	18
Simbad	Cl* NGC 2682    YBP    1062	*inCl	08 51 36.07	+11 47 47.0	70	70	0	 	 	15.16	14.48	14.5	13.216	12.921	12.844	G1V	 	 	 	18
Simbad	Cl* NGC 2682     ES    1001	*inCl	08 51 26.84	+11 48 40.5	70	70	0	 	 	16	15.08	 	9.398	9.09	9.054	G2	 	 	 	17
Simbad	Cl* NGC 2682    BBV      30	*inCl	08 51 49.950	+11 49 31.17	15	15	63	-10.8	-5.6	13.22	12.62	11.6	11.494	11.196	11.148	F8	 	 	 	17
Simbad	Cl* NGC 2682    MCA     144	*inCl	08 51 43.76	+11 45 14.8	70	70	0	 	 	13.63	13.09	13	12.027	11.805	11.729	 	 	 	 	17
Simbad	Cl* NGC 2682     ES    4035	*inCl	08 51 08.57	+11 50 53.1	70	60	90	 	 	14.4	13.84	13.5	12.703	12.438	12.366	G0V	 	 	 	17
Simbad	HD  75700	*inCl	08 51 49.3548	+11 53 38.959	12.39	7.59	118	-11.94	4.08	8.97	7.85	 	5.889	5.409	5.232	K0	 	 	 	17
Simbad	Cl* NGC 2682    FBC    3686	*inCl	08 51 27.42	+11 53 26.6	70	60	90	 	 	13.35	12.78	11.4	11.667	11.382	11.342	F8	 	 	 	16
Simbad	Cl* NGC 2682     ES    4011	*inCl	08 51 20.13	+11 50 23.2	70	70	75	 	 	14.56	13.98	14.1	12.843	12.587	12.506	G0V	 	 	 	16
Simbad	Cl* NGC 2682     ES    3001	*inCl	08 51 30.57	+11 49 13.2	70	70	90	 	 	13.31	12.71	12.6	11.547	11.292	11.225	F9IV	 	 	 	16
Simbad	Cl* NGC 2682    YBP    1387	*inCl	08 51 29.96	+11 51 09.0	70	70	0	 	 	14.74	14.11	14.3	12.926	12.63	12.599	G2V	 	 	 	16
Simbad	Cl* NGC 2682     ES    1025	*inCl	08 51 03.26	+11 45 47.4	70	60	90	 	 	13.293	12.673	12.7	11.491	11.22	11.187	G0IV	 	 	 	16
Simbad	Cl* NGC 2682    MCA     305	*inCl	08 51 34.28	+11 49 43.8	70	70	0	 	 	13.39	12.87	12.9	11.804	11.569	11.522	F8IV	 	 	 	16
Simbad	Cl* NGC 2682    YBP    1090	*inCl	08 51 28.72	+11 48 02.3	 	 	 	 	 	14.46	13.83	 	 	 	 	G1V	 	 	 	15
Simbad	Cl* NGC 2682     CI       3	*inCl	08 51 16.28	+11 44 32.9	70	70	0	 	 	14.04	13.44	14	12.308	12.021	11.954	F5V	 	 	 	15
Simbad	Cl* NGC 2682     ES    4060	*inCl	08 51 01.55	+11 49 34.4	 	 	 	 	 	13.31	12.69	 	 	 	 	G0IV	 	 	 	15
Simbad	Cl* NGC 2682     ES    4059	*inCl	08 51 01.06	+11 50 10.9	70	60	90	 	 	13.51	12.77	12.6	11.38	11.018	10.951	G2IV	 	 	 	15
Simbad	Cl* NGC 2682    DCL     184	*inCl	08 50 47.66	+11 44 51.4	70	60	89	 	 	13.23	12.77	12.6	11.746	11.526	11.459	F7IV	 	 	 	15
Simbad	Cl* NGC 2682    MCA     170	*inCl	08 51 07.81	+11 48 09.3	70	60	90	 	 	11.96	11.55	 	10.697	10.509	10.455	F4IV	 	 	 	15
Simbad	Cl* NGC 2682     ES    4009	*inCl	08 51 11.64	+11 48 50.6	70	70	0	 	 	14.45	13.86	12.9	12.686	12.371	12.331	G1V	 	 	 	15
Simbad	Cl* NGC 2682     ES    4013	*inCl	08 51 16.99	+11 50 09.4	70	70	90	 	 	13.75	13.2	 	12.133	11.909	11.845	G0V	 	 	 	15
Simbad	Cl* NGC 2682     CI      13	*inCl	08 51 17.364	+11 46 03.10	70	70	88	 	 	14.5	13.93	 	12.823	12.555	12.475	G0V	 	 	 	15
Simbad	Cl* NGC 2682    YBP    1334	*inCl	08 51 27.95	+11 50 11.8	70	70	0	 	 	15.1	14.42	14.4	13.189	12.856	12.804	G4V	 	 	 	15
Simbad	Cl* NGC 2682     ES    1050	*inCl	08 51 17.73	+11 44 29.5	70	70	0	 	 	16.29	15.38	14.9	13.508	13.007	12.831	 	 	 	 	15
Simbad	Cl* NGC 2682    MCA     380	*inCl	08 51 33.65	+11 51 45.0	70	70	0	 	 	13.85	13.23	13.3	12.026	11.719	11.652	G0V	 	 	 	15
Simbad	Cl* NGC 2682    YBP     905	*inCl	08 50 59.24	+11 46 13.0	70	60	90	 	 	14.07	13.44	13.5	12.271	11.998	11.934	G2V	 	 	 	15
Simbad	Cl* NGC 2682    BBV      32	*inCl	08 51 53.35	+11 48 20.9	70	70	90	 	 	13.28	12.72	12.3	11.625	11.39	11.305	F8IV	 	 	 	15
Simbad	Cl* NGC 2682    MCA     369	*inCl	08 51 28.30	+11 52 17.5	70	60	90	 	 	13.4	12.83	11.7	11.721	11.443	11.383	F8	 	 	 	14
Simbad	Cl* NGC 2682     CI      25	*inCl	08 51 14.760	+11 47 24.00	15	15	0	-11.6	-5.5	13.38	12.81	 	11.747	11.495	11.43	F8V	 	 	 	14
Simbad	Cl* NGC 2682    MCA     356	*inCl	08 51 15.76	+11 52 58.8	70	60	90	 	 	13.43	12.85	12.6	11.728	11.453	11.391	F9IV	 	 	 	14
Simbad	Cl* NGC 2682    MUR      88	*inCl	08 51 14.34	+11 41 09.1	80	70	0	 	 	15.13	14.46	14.3	13.305	12.985	12.964	G2V	 	 	 	14
Simbad	Cl* NGC 2682    YBP    1397	*inCl	08 51 31.94	+11 51 16.8	 	 	 	 	 	14.63	14.02	 	 	 	 	G0V	 	 	 	14
Simbad	Cl* NGC 2682    YBP    1680	*inCl	08 51 32.06	+11 55 08.6	90	80	90	 	 	14.32	13.67	13.3	12.479	12.17	12.11	G0V	 	 	 	14
Simbad	Cl* NGC 2682    MCA     163	*inCl	08 50 53.17	+11 47 34.1	70	60	90	 	 	13.89	13.31	12.9	12.173	11.879	11.819	G0V	 	 	 	14
Simbad	Cl* NGC 2682     ES    3057	*inCl	08 51 56.12	+11 50 14.8	70	60	90	 	 	13.95	12.94	12.6	11.197	10.726	10.634	K0IV	 	 	 	14
Simbad	Cl* NGC 2682     ES    4018	*inCl	08 51 18.77	+11 51 18.7	70	70	97	 	 	14.92	13.07	13.1	11.502	11.089	11.02	G9IV	 	 	 	14
Simbad	Cl* NGC 2682     ES    3007	*inCl	08 51 32.17	+11 50 03.7	 	 	 	 	 	13.24	12.65	 	 	 	 	F9V	 	 	 	14
Simbad	Cl* NGC 2682    YBP    1197	*inCl	08 51 30.59	+11 48 54.9	 	 	 	 	 	13.93	13.31	 	 	 	 	 	 	 	 	14
Simbad	Cl* NGC 2682     ES    4003	*inCl	08 51 25.95	+11 49 08.9	70	70	0	 	 	13.84	13.26	12.3	12.144	11.89	11.807	F9V	 	 	 	13
Simbad	Cl* NGC 2682    YBP    1036	*inCl	08 51 24.30	+11 47 28.3	70	70	0	 	 	15.71	14.95	14.1	13.616	13.254	13.226	G5V	 	 	 	13
Simbad	Cl* NGC 2682     ES    4024	*inCl	08 51 13.62	+11 51 18.3	70	70	97	 	 	14.2	13.66	13.5	12.555	12.273	12.225	F6V	 	 	 	13
Simbad	Cl* NGC 2682    YBP    1342	*inCl	08 51 18.26	+11 50 19.7	70	70	0	 	 	14.99	14.33	 	13.042	12.68	12.592	F9V	 	 	 	13
Simbad	Cl* NGC 2682    YBP    1091	*inCl	08 51 24.86	+11 48 04.1	 	 	 	 	 	15.27	14.54	 	 	 	 	G2V	 	 	 	13
Simbad	Cl* NGC 2682     ES    4221	*inCl	08 51 15.64	+11 50 56.2	70	70	0	 	 	13.83	12.99	13.1	11.485	11.094	11.013	G9V	 	 	 	13
Simbad	Cl* NGC 2682     CI      11	*inCl	08 51 16.824	+11 45 41.62	70	70	93	 	 	14.87	14.16	 	12.856	12.505	12.422	G6V	 	 	 	13
Simbad	Cl* NGC 2682    FBC    3500	*inCl	08 51 21.76	+11 51 42.0	70	70	0	 	 	14.69	14.05	13.9	12.797	12.465	12.386	G2V	 	 	 	13
Simbad	Cl* NGC 2682    YBP     851	*inCl	08 51 24.99	+11 45 42.9	70	70	0	 	 	14.68	14.12	14.4	13.032	12.748	12.692	G2V	 	 	 	13
Simbad	Cl* NGC 2682    YBP    1129	*inCl	08 51 32.60	+11 48 24.2	 	 	 	 	 	14.82	14.19	 	 	 	 	G0V	 	 	 	13
Simbad	Cl* NGC 2682    YBP    1051	*inCl	08 51 41.50	+11 47 36.2	70	70	90	 	 	14.74	14.15	14.5	12.912	12.601	12.531	G2V	 	 	 	13
Simbad	Cl* NGC 2682    MCA     219	*inCl	08 51 42.68	+11 46 36.6	70	70	88	 	 	12.94	12.37	 	11.238	10.939	10.88	F8	 	 	 	13
Simbad	Cl* NGC 2682     ES    3017	*inCl	08 51 28.80	+11 52 00.0	70	60	90	 	 	13.35	12.67	11.6	11.433	11.104	11.024	G1IV	 	 	 	13
Simbad	Cl* NGC 2682     ES    1062	*inCl	08 51 09.508	+11 41 45.02	23	15	90	-10.3	-5.4	13.59	12.8	 	11.445	11.102	10.997	G2IV	 	 	 	13
Simbad	Cl* NGC 2682     ES    4002	*inCl	08 51 26.55	+11 49 20.4	 	 	 	 	 	14.068	13.499	 	 	 	 	F5V	 	 	 	12
Simbad	Cl* NGC 2682     ES    1007	*inCl	08 51 12.23	+11 48 34.7	70	70	0	 	 	14.49	13.9	 	12.788	12.52	12.469	G1V	 	 	 	12
Simbad	Cl* NGC 2682    YBP    1304	*inCl	08 51 26.04	+11 49 55.5	70	70	90	 	 	15.48	14.76	14.5	13.344	12.987	12.897	G3V	 	 	 	12
Simbad	Cl* NGC 2682     CI       7	*inCl	08 51 15.70	+11 48 15.6	70	70	90	 	 	14.83	14.21	14.5	13.244	12.965	12.955	F6V	 	 	 	12
Simbad	Cl* NGC 2682     ES    2005	*inCl	08 51 32.44	+11 47 52.3	70	70	93	 	 	13.28	12.65	 	11.457	11.194	11.103	G0V	 	 	 	12
Simbad	Cl* NGC 2682     ES    3026	*inCl	08 51 37.407	+11 50 05.28	15	15	97	-9.7	-6.7	13.4	12.6	12.3	11.469	11.179	11.138	F9IV	 	 	 	12
Simbad	Cl* NGC 2682     ES    2024	*inCl	08 51 40.46	+11 46 37.8	70	70	90	 	 	14.37	13.78	13.6	12.722	12.49	12.42	 	 	 	 	12
Simbad	Cl* NGC 2682    MCA     389	*inCl	08 51 56.008	+11 51 26.48	53	41	0	-7.2	-14.6	10.91	10.62	 	10.097	10.052	9.98	A3	 	 	 	12
Simbad	Cl* NGC 2682    MCA     137	*inCl	08 51 30.13	+11 43 49.8	70	70	90	 	 	13.74	13.15	13.5	12.011	11.761	11.694	F9V	 	 	 	12
Simbad	Cl* NGC 2682     ES    4021	*inCl	08 51 14.44	+11 50 40.3	70	70	0	 	 	13.98	13.41	11.7	12.281	12.031	11.948	G0V	 	 	 	11
Simbad	Cl* NGC 2682    YBP    1137	*inCl	08 51 12.03	+11 48 26.8	 	 	 	 	 	15.63	14.92	 	 	 	 	G4V	 	 	 	11
Simbad	Cl* NGC 2682    FBC    2607	*inCl	08 50 51.88	+11 56 55.5	300	300	6	 	 	13.4	12.85	 	 	 	 	 	 	 	 	11
Simbad	Cl* NGC 2682     ES    4019	*inCl	08 51 16.80	+11 50 39.2	 	 	 	 	 	13.75	13.17	 	 	 	 	G0V	 	 	 	11
Simbad	Cl* NGC 2682     ES    4012	*inCl	08 51 17.74	+11 50 05.6	70	70	0	 	 	14.12	13.54	12.2	12.393	12.135	12.101	F9V	 	 	 	11
Simbad	Cl* NGC 2682    YBP     713	*inCl	08 51 21.77	+11 44 05.0	70	70	0	 	 	14.86	14.19	13.6	12.907	12.547	12.498	 	 	 	 	11
Simbad	Cl* NGC 2682     ES    3024	*inCl	08 51 34.25	+11 50 54.4	70	70	90	 	 	14.25	13.7	 	12.585	12.341	12.257	F8V	 	 	 	11
Simbad	Cl* NGC 2682     ES    2006	*inCl	08 51 32.40	+11 48 01.2	70	70	0	 	 	13.599	12.777	 	11.284	10.901	10.822	F5IV	 	 	 	11
Simbad	Cl* NGC 2682    YBP     988	*inCl	08 51 34.12	+11 46 55.8	70	70	88	 	 	14.85	14.2	14.3	13.004	12.75	12.682	G2V	 	 	 	11
Simbad	Cl* NGC 2682    YBP     986	*inCl	08 51 37.25	+11 46 55.7	70	70	0	 	 	14.67	14.02	13.6	12.785	12.459	12.422	G1V	 	 	 	11
Simbad	Cl* NGC 2682     ES    2045	*inCl	08 51 56.54	+11 48 12.5	70	70	0	 	 	14.6	14	13.9	12.845	12.547	12.489	G1V	 	 	 	11
Simbad	Cl* NGC 2682    YBP    1161	*inCl	08 51 55.59	+11 48 38.2	70	70	0	 	 	14.61	13.92	13.5	12.656	12.346	12.258	 	 	 	 	11
Simbad	Cl* NGC 2682     ES    3047	*inCl	08 51 41.23	+11 54 29.0	90	80	90	 	 	13.39	12.79	12.6	11.703	11.466	11.397	F8IV	 	 	 	11
Simbad	Cl* NGC 2682     ES    4017	*inCl	08 51 20.04	+11 51 01.7	70	70	93	 	 	14.98	14.32	14.1	13.133	12.81	12.763	F9V	 	 	 	10
Simbad	Cl* NGC 2682     ES    1014	*inCl	08 51 09.25	+11 48 20.6	70	60	90	 	 	13.94	13.36	13.5	12.292	12.009	11.958	G0V	 	 	 	10
Simbad	Cl* NGC 2682    FBC    3353	*inCl	08 51 17.20	+11 42 36.6	 	 	 	 	 	15.219	14.513	 	 	 	 	G3V	 	 	 	10
Simbad	Cl* NGC 2682    FBC    3935	*inCl	08 51 35.40	+11 57 56.5	80	80	0	 	 	13.601	12.826	12.4	11.447	11.143	11.03	G2IV	 	 	 	10
Simbad	Cl* NGC 2682     ES    3014	*inCl	08 51 30.32	+11 51 22.2	70	70	0	 	 	15.66	14.9	 	13.551	13.197	13.162	G4V	 	 	 	10
Simbad	Cl* NGC 2682     ES    2043	*inCl	08 51 46.42	+11 46 26.7	70	70	79	 	 	13.99	13.41	13.5	12.321	12.041	11.987	F8V	 	 	 	10
Simbad	Cl* NGC 2682    MCA     231	*inCl	08 51 58.52	+11 46 53.0	70	70	90	 	 	13.1	12.5	12.6	11.264	10.988	10.907	F9V	 	 	 	10
Simbad	Cl* NGC 2682    MCA      90	*inCl	08 51 18.10	+11 42 54.7	70	70	0	 	 	13.86	13.28	13.4	12.186	11.879	11.844	G0V	 	 	 	10
Simbad	Cl* NGC 2682     ES    2056	*inCl	08 51 45.97	+11 44 09.3	70	70	0	 	 	13.97	13.42	13.9	12.32	12.064	12	F5V	 	 	 	10
Simbad	Cl* NGC 2682    FBC    2339	*inCl	08 50 41.56	+11 44 30.0	70	60	90	 	 	14.02	12.37	12.3	10.964	10.556	10.476	G4V	 	 	 	10
Simbad	Cl* NGC 2682    YBP    1010	*inCl	08 51 24.14	+11 47 09.5	 	 	 	 	 	14.12	13.48	 	 	 	 	 	 	 	 	10
Simbad	Cl* NGC 2682     ES    1042	*inCl	08 50 52.31	+11 45 03.5	70	60	90	 	 	15.32	14.6	14.6	13.418	13.082	12.985	G3V	 	 	 	9
Simbad	Cl* NGC 2682    FBC    3495	*inCl	08 51 21.62	+11 49 02.5	70	70	0	 	 	16.02	15.23	15.3	13.78	13.368	13.279	G8V	 	 	 	9
Simbad	Cl* NGC 2682    YBP    1504	*inCl	08 51 27.49	+11 53 02.5	70	60	90	 	 	14.83	14.174	14.3	13.003	12.693	12.622	F9V	 	 	 	9
Simbad	Cl* NGC 2682     ES    4034	*inCl	08 51 08.45	+11 50 07.6	300	300	6	 	 	14.19	13.62	13.3	12.508	12.22	12.161	G0V	 	 	 	9
Simbad	Cl* NGC 2682    YBP     342	*inCl	08 51 17.60	+11 39 36.0	80	70	0	 	 	14.13	13.61	13.4	12.5	12.228	12.154	G1V	 	 	 	9
Simbad	Cl* NGC 2682     ES    1056	*inCl	08 51 18.34	+11 43 25.2	70	70	0	 	 	14.01	13.44	13.5	12.343	12.046	12.012	F9V	 	 	 	9
Simbad	Cl* NGC 2682    YBP    1722	*inCl	08 51 18.72	+11 55 49.7	70	60	90	 	 	14.83	14.22	13.3	12.988	12.685	12.673	G0V	 	 	 	9
Simbad	Cl* NGC 2682    SAB       6	*inCl	08 51 19.03	+11 58 10.6	300	300	6	 	 	13.3	12.31	11.7	10.587	10.095	10.012	 	 	 	 	9
Simbad	Cl* NGC 2682     ES    4214	*inCl	08 51 19.23	+11 49 24.4	70	70	0	 	 	14.46	13.88	 	12.748	12.468	12.427	G0V	 	 	 	9
Simbad	Cl* NGC 2682    MCA     365	*inCl	08 51 25.52	+11 52 38.8	70	60	90	 	 	13.89	13.32	13.3	12.15	11.897	11.81	F9IV	 	 	 	9
Simbad	Cl* NGC 2682     ES    3010	*inCl	08 51 29.88	+11 50 22.9	70	70	0	 	 	15.17	14.39	12.6	12.983	12.6	12.546	G8V	 	 	 	9
Simbad	Cl* NGC 2682     ES    3037	*inCl	08 51 31.95	+11 53 11.7	90	80	90	 	 	13.66	13.08	13	12.013	11.724	11.67	F8V	 	 	 	9
Simbad	Cl* NGC 2682    YBP     971	*inCl	08 51 32.38	+11 46 45.7	70	70	0	 	 	15.33	14.61	15	13.233	12.899	12.805	G5V	 	 	 	9
Simbad	Cl* NGC 2682     ES    3005	*inCl	08 51 35.83	+11 48 51.5	70	70	90	 	 	14.19	13.6	13.6	12.517	12.237	12.179	F9V	 	 	 	9
Simbad	Cl* NGC 2682     ES    3015	*inCl	08 51 29.86	+11 51 29.9	90	90	0	 	 	13.8	13.31	 	12.32	 	12.028	F6V	 	 	 	9
Simbad	Cl* NGC 2682    MCA     100	*inCl	08 51 44.66	+11 41 51.0	70	70	93	 	 	13.81	13.24	13.4	12.12	11.887	11.802	F8V	 	 	 	9
Simbad	Cl* NGC 2682    MCA     145	*inCl	08 51 44.76	+11 45 01.3	70	70	0	 	 	13.94	13.4	13.4	12.288	12.039	11.969	F7V	 	 	 	9
Simbad	Cl* NGC 2682     ES    3028	*inCl	08 51 40.82	+11 49 05.5	70	70	90	 	 	14.42	13.83	13.5	12.714	12.459	12.39	G0V	 	 	 	9
Simbad	Cl* NGC 2682     ES    4026	*inCl	08 51 22.42	+11 51 29.4	 	 	 	 	 	13.91	13.34	 	 	 	 	F9V	 	 	 	9
Simbad	Cl* NGC 2682    FBC    3683	*inCl	08 51 27.29	+11 47 32.9	70	70	0	 	 	15.24	14.76	15	13.738	13.515	13.418	F6V	 	 	 	9
Simbad	Cl* NGC 2682    FBC    2868	*inCl	08 51 00.83	+11 39 37.5	70	60	90	 	 	13.341	12.62	 	11.381	11.068	11.004	G8V	 	 	 	8
Simbad	Cl* NGC 2682    YBP    1496	*inCl	08 51 07.52	+11 52 56.2	70	60	90	 	 	14.27	13.76	 	12.744	12.493	12.413	G1V	 	 	 	8
Simbad	Cl* NGC 2682     ES    1023	*inCl	08 51 03.62	+11 46 17.3	70	60	90	 	 	16.99	16.19	15.6	14.815	14.55	14.48	 	 	 	 	8
Simbad	Cl* NGC 2682    YBP    1392	*inCl	08 50 59.80	+11 51 12.7	 	 	 	 	 	15.521	14.823	 	 	 	 	G4V	 	 	 	8
Simbad	Cl* NGC 2682     ES    4007	*inCl	08 51 14.82	+11 48 59.9	70	70	0	 	 	16.21	15.38	14.7	13.911	13.485	13.438	G9V	 	 	 	8
Simbad	Cl* NGC 2682    FBC    2689	*inCl	08 50 54.5	+11 56 29	3000	3000	6	 	 	13.4	12.89	 	 	 	 	F8IV	 	 	 	8
