Origin	MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Simbad	Cl* NGC 2682    FBC    3990	*inCl	08 51 37.64	+11 54 16.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    3992	*inCl	08 51 37.72	+11 53 57.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4005	*inCl	08 51 38.19	+11 38 32.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4009	*inCl	08 51 38.33	+11 49 44.6	300	300	6	 	 	18.5	 	17.5	15.748	15.072	14.714	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4013	*inCl	08 51 38.47	+11 41 30.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4014	*inCl	08 51 38.60	+11 39 57.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4022	*inCl	08 51 38.76	+11 46 13.2	320	260	98	 	 	 	 	 	16.79	15.876	15.757	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4023	*inCl	08 51 38.86	+11 39 01.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4026	*inCl	08 51 39.04	+11 38 18.4	300	300	6	 	 	 	 	 	16.412	15.762	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4029	*inCl	08 51 39.12	+11 53 04.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4030	*inCl	08 51 39.13	+11 47 33.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4035	*inCl	08 51 39.34	+11 47 43.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4036	*inCl	08 51 39.35	+11 43 35.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4037	*inCl	08 51 39.35	+11 50 40.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4048	*inCl	08 51 39.71	+11 42 28.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4054	*inCl	08 51 39.93	+11 40 27.5	200	190	45	 	 	 	 	 	16.331	15.701	15.343	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4058	*inCl	08 51 40.18	+11 51 13.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4068	*inCl	08 51 40.47	+11 42 22.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4073	*inCl	08 51 40.69	+11 43 11.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4074	*inCl	08 51 40.72	+11 52 06.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4085	*inCl	08 51 41.14	+11 52 41.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4095	*inCl	08 51 41.42	+11 49 31.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4102	*inCl	08 51 41.63	+11 47 13.0	300	300	6	 	 	 	 	 	16.575	15.854	15.743	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4112	*inCl	08 51 42.20	+11 52 29.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4113	*inCl	08 51 42.23	+11 52 56.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4121	*inCl	08 51 42.45	+11 44 28.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4128	*inCl	08 51 42.65	+11 56 04.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4130	*inCl	08 51 42.81	+11 54 39.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4133	*inCl	08 51 43.04	+11 44 37.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4137	*inCl	08 51 43.19	+11 51 01.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4143	*inCl	08 51 43.29	+11 45 17.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4145	*inCl	08 51 43.41	+11 40 12.9	300	300	6	 	 	16.4	 	15.9	15.234	14.986	14.84	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4147	*inCl	08 51 43.51	+11 48 51.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4155	*inCl	08 51 43.83	+11 46 55.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4160	*inCl	08 51 43.96	+11 45 37.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4181	*inCl	08 51 44.91	+11 46 30.6	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4186	*inCl	08 51 45.04	+11 51 53.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4188	*inCl	08 51 45.17	+11 55 35.1	300	300	6	 	 	 	 	 	 	15.999	15.637	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4189	*inCl	08 51 45.18	+11 52 33.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4197	*inCl	08 51 45.52	+11 54 35.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4201	*inCl	08 51 45.58	+11 42 09.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4205	*inCl	08 51 45.74	+11 53 54.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4207	*inCl	08 51 45.81	+11 50 57.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4213	*inCl	08 51 45.93	+11 50 07.5	220	200	111	 	 	 	 	 	16.151	15.569	15.431	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4216	*inCl	08 51 46.07	+11 49 16.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4218	*inCl	08 51 46.12	+11 53 39.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4220	*inCl	08 51 46.17	+11 48 33.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4225	*inCl	08 51 46.29	+11 44 51.5	300	300	6	 	 	 	 	 	16.452	15.768	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4229	*inCl	08 51 46.46	+11 55 07.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4237	*inCl	08 51 46.69	+11 42 44.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4244	*inCl	08 51 46.95	+11 45 12.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4257	*inCl	08 51 47.48	+11 50 36.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4259	*inCl	08 51 47.59	+11 43 54.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4267	*inCl	08 51 47.78	+11 48 41.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4269	*inCl	08 51 47.88	+11 40 34.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4271	*inCl	08 51 47.89	+11 55 18.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4276	*inCl	08 51 47.99	+11 52 02.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4280	*inCl	08 51 48.03	+11 51 43.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4281	*inCl	08 51 48.16	+11 44 45.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4283	*inCl	08 51 48.28	+11 43 18.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4289	*inCl	08 51 48.43	+11 40 25.5	300	300	6	 	 	 	 	 	16.543	15.888	15.86	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4297	*inCl	08 51 48.62	+11 43 31.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4311	*inCl	08 51 49.03	+11 43 39.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4316	*inCl	08 51 49.27	+11 47 09.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4330	*inCl	08 51 49.85	+11 55 32.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4331	*inCl	08 51 49.87	+11 43 08.6	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4336	*inCl	08 51 50.08	+11 55 18.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4350	*inCl	08 51 50.64	+11 51 31.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4354	*inCl	08 51 50.80	+11 53 22.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4357	*inCl	08 51 50.94	+11 52 08.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4360	*inCl	08 51 51.04	+11 47 46.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4362	*inCl	08 51 51.10	+11 44 28.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4363	*inCl	08 51 51.23	+11 48 29.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4366	*inCl	08 51 51.33	+11 51 15.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4377	*inCl	08 51 51.56	+11 50 26.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4393	*inCl	08 51 52.01	+11 53 45.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4398	*inCl	08 51 52.33	+11 49 15.4	300	300	6	 	 	 	 	 	15.773	15.04	14.919	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4400	*inCl	08 51 52.29	+11 54 11.0	270	250	91	 	 	 	 	 	16.624	16.018	15.687	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4402	*inCl	08 51 52.45	+11 45 51.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4403	*inCl	08 51 52.39	+11 47 11.2	270	250	82	 	 	 	 	 	16.954	 	15.406	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4408	*inCl	08 51 52.60	+11 49 18.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4413	*inCl	08 51 52.82	+11 52 11.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4420	*inCl	08 51 52.94	+11 44 07.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4421	*inCl	08 51 52.96	+11 46 35.6	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4428	*inCl	08 51 53.21	+11 49 47.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4431	*inCl	08 51 53.34	+11 50 58.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4439	*inCl	08 51 53.83	+11 51 46.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4452	*inCl	08 51 54.04	+11 43 27.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4454	*inCl	08 51 54.10	+11 47 12.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4456	*inCl	08 51 54.32	+11 42 40.9	300	300	6	 	 	 	 	 	16.766	15.953	15.463	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4475	*inCl	08 51 55.02	+11 53 05.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4482	*inCl	08 51 55.34	+11 42 46.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4493	*inCl	08 51 55.71	+11 46 42.8	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4504	*inCl	08 51 56.16	+11 53 48.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4514	*inCl	08 51 56.63	+11 43 00.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4518	*inCl	08 51 56.81	+11 46 54.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4548	*inCl	08 51 57.62	+11 48 49.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4549	*inCl	08 51 57.71	+11 51 45.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4553	*inCl	08 51 57.94	+11 48 29.8	300	300	6	 	 	 	 	 	16.648	15.989	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4557	*inCl	08 51 58.08	+11 50 37.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4560	*inCl	08 51 58.16	+11 48 15.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4561	*inCl	08 51 58.17	+11 48 23.0	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4563	*inCl	08 51 58.24	+11 46 08.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4574	*inCl	08 51 58.55	+11 47 59.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4579	*inCl	08 51 58.67	+11 46 33.5	300	300	6	 	 	19.7	 	18.6	16.728	16.018	15.677	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4586	*inCl	08 51 58.82	+11 48 33.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4590	*inCl	08 51 58.85	+11 48 14.6	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4591	*inCl	08 51 58.87	+11 44 12.2	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4592	*inCl	08 51 58.88	+11 50 49.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4593	*inCl	08 51 58.97	+11 43 49.4	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4597	*inCl	08 51 59.11	+11 44 07.9	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4599	*inCl	08 51 59.15	+11 49 09.7	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4604	*inCl	08 51 59.38	+11 49 34.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4618	*inCl	08 52 00.00	+11 50 34.3	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4627	*inCl	08 52 00.42	+11 48 13.5	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    FBC    4649	*inCl	08 52 01.53	+11 47 34.1	300	300	6	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5843	*inCl	08 51 29.31	+11 37 51.4	 	 	 	 	 	19.574	18.124	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2032	*inCl	08 51 29.19	+11 42 12.0	 	 	 	 	 	16.287	15.727	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5868	*inCl	08 51 30.41	+11 41 43.6	 	 	 	 	 	20.156	18.6	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5870	*inCl	08 51 30.82	+11 37 44.2	 	 	 	 	 	20.663	19.763	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5880	*inCl	08 51 30.86	+11 44 02.8	 	 	 	 	 	19.998	19.045	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5885	*inCl	08 51 30.84	+11 45 50.4	 	 	 	 	 	20.203	19.529	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5888	*inCl	08 51 30.10	+11 58 24.9	 	 	 	 	 	14.571	14.038	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5891	*inCl	08 51 31.12	+11 43 58.1	 	 	 	 	 	18.889	17.558	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5895	*inCl	08 51 30.61	+11 55 23.4	 	 	 	 	 	21.299	19.665	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5897	*inCl	08 51 31.26	+11 45 56.7	 	 	 	 	 	20.262	19.407	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5898	*inCl	08 51 31.92	+11 38 16.2	 	 	 	 	 	18.101	16.904	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5906	*inCl	08 51 32.03	+11 43 20.7	 	 	 	 	 	20.158	18.986	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5911	*inCl	08 51 32.45	+11 39 17.3	 	 	 	 	 	19.836	18.323	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5916	*inCl	08 51 32.38	+11 44 22.1	 	 	 	 	 	19.261	17.875	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5919	*inCl	08 51 31.73	+11 54 57.4	 	 	 	 	 	18.637	17.352	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5920	*inCl	08 51 31.63	+11 56 57.3	 	 	 	 	 	20.446	19.055	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5921	*inCl	08 51 31.91	+11 53 26.9	 	 	 	 	 	17.347	16.646	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5923	*inCl	08 51 31.61	+11 58 00.9	 	 	 	 	 	17.541	16.828	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5928	*inCl	08 51 32.42	+11 48 22.2	 	 	 	 	 	18.703	18.21	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5933	*inCl	08 51 32.15	+11 54 06.5	 	 	 	 	 	21.605	19.947	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5939	*inCl	08 51 32.21	+11 55 53.9	 	 	 	 	 	19.44	18.599	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5944	*inCl	08 51 33.29	+11 42 21.8	240	210	89	 	 	21.599	19.921	18.8	16.516	16.037	15.454	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5945	*inCl	08 51 33.67	+11 38 34.1	 	 	 	 	 	17.235	16.215	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5946	*inCl	08 51 33.52	+11 41 59.5	 	 	 	 	 	20.666	20.236	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3041	*inCl	08 51 32.96	+11 54 47.8	 	 	 	 	 	16.715	15.801	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5960	*inCl	08 51 33.32	+11 54 44.3	 	 	 	 	 	20.275	18.762	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5967	*inCl	08 51 34.82	+11 40 20.8	 	 	 	 	 	19.789	18.871	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5975	*inCl	08 51 34.26	+11 52 31.2	 	 	 	 	 	18.618	17.595	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5980	*inCl	08 51 35.09	+11 42 46.8	 	 	 	 	 	18.343	17.099	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5982	*inCl	08 51 35.61	+11 39 32.3	 	 	 	 	 	18.368	17.135	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5988	*inCl	08 51 35.02	+11 55 15.5	 	 	 	 	 	20.333	18.858	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5991	*inCl	08 51 36.26	+11 39 40.7	 	 	 	 	 	20.66	19.093	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5998	*inCl	08 51 35.59	+11 57 13.5	 	 	 	 	 	20.529	18.999	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6000	*inCl	08 51 35.81	+11 57 10.2	 	 	 	 	 	21.195	20.072	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6001	*inCl	08 51 36.24	+11 54 35.4	 	 	 	 	 	21.692	20.137	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6002	*inCl	08 51 37.27	+11 40 32.0	 	 	 	 	 	20.873	19.651	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6012	*inCl	08 51 37.20	+11 51 32.2	 	 	 	 	 	21.417	20.477	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6014	*inCl	08 51 38.15	+11 38 32.1	 	 	 	 	 	18.223	17.718	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3045	*inCl	08 51 37.04	+11 54 50.4	 	 	 	 	 	16.378	15.511	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6021	*inCl	08 51 38.40	+11 41 30.2	 	 	 	 	 	17.619	16.52	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6024	*inCl	08 51 38.55	+11 39 57.8	 	 	 	 	 	19.333	17.792	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6025	*inCl	08 51 37.59	+11 54 16.8	 	 	 	 	 	20.428	18.852	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6026	*inCl	08 51 37.67	+11 53 57.9	 	 	 	 	 	20.393	18.854	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6029	*inCl	08 51 38.81	+11 39 01.4	 	 	 	 	 	17.574	16.632	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6038	*inCl	08 51 39.30	+11 43 35.6	 	 	 	 	 	17.522	16.452	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6043	*inCl	08 51 39.67	+11 42 28.3	 	 	 	 	 	17.71	16.593	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3048	*inCl	08 51 39.08	+11 53 05.5	 	 	 	 	 	16.431	15.465	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6052	*inCl	08 51 40.40	+11 42 22.5	 	 	 	 	 	21.409	20.466	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6056	*inCl	08 51 40.65	+11 43 11.8	 	 	 	 	 	20.772	19.449	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6057	*inCl	08 51 40.17	+11 51 13.6	 	 	 	 	 	21.34	19.658	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6067	*inCl	08 51 40.69	+11 52 07.0	 	 	 	 	 	18.08	16.788	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3050	*inCl	08 51 41.10	+11 52 42.2	 	 	 	 	 	17.237	16.373	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6081	*inCl	08 51 42.39	+11 44 29.1	 	 	 	 	 	18.311	17.427	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3051	*inCl	08 51 42.16	+11 52 30.2	 	 	 	 	 	16.686	16.008	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6087	*inCl	08 51 42.19	+11 52 56.8	 	 	 	 	 	20.661	19.787	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6091	*inCl	08 51 43.00	+11 44 37.8	 	 	 	 	 	19.813	18.802	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6093	*inCl	08 51 43.52	+11 40 47.0	 	 	 	 	 	22.145	21.306	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6094	*inCl	08 51 43.26	+11 45 17.4	 	 	 	 	 	18.109	17.176	 	 	 	 	 	 	 	 	1
